Import;ProFILE;NAME;Health Point;Exp Value;Norm DT;Norm DR;Las DT;Las DR;Fire DT;Fire DR;Plas DT;Plas DR;Elec DT;Elec DR;Expl DT;Expl DR
#;00000311.pro;Sulik - Stage 2;103;110;0;0;0;0;0;0;0;0;0;0;0;0
#;00000312.pro;Sulik - Stage 3;113;110;0;0;0;0;0;0;0;0;0;0;0;0
#;00000313.pro;Sulik - Stage 4;123;110;0;0;0;0;0;0;0;0;0;0;0;0
#;00000314.pro;Sulik - Stage 5;134;110;0;0;0;0;0;0;0;0;0;0;0;0
#;00000315.pro;Sulik - Stage 6;146;110;0;0;0;0;0;0;0;0;0;0;0;0
#;00000316.pro;Lenny - Stage 1;154;130;1;10;2;15;2;15;1;10;1;10;2;15
#;00000317.pro;Lenny - Stage 2;181;130;1;10;2;20;2;20;1;10;1;10;2;15
#;00000318.pro;Lenny - Stage 3;206;130;2;15;2;25;2;25;2;15;1;10;2;15
#;00000319.pro;Goris - Stage 1;134;900;5;40;8;60;4;30;4;50;2;50;6;40
#;00000320.pro;Goris - Stage 2;145;900;5;40;8;60;4;30;4;50;2;50;6;40
#;00000321.pro;Goris - Stage 3;155;900;5;40;8;60;4;30;4;50;2;50;6;40
#;00000322.pro;Goris - Stage 4;166;900;6;40;9;65;5;35;5;50;3;55;9;45
#;00000323.pro;Goris - Stage 5;175;900;6;40;9;65;5;35;5;50;3;55;9;45
#;00000324.pro;Goris - Stage 6;187;900;6;40;9;65;5;35;5;50;3;55;9;45
#;00000325.pro;Myron - Stage 1;77;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000326.pro;Myron - Stage 2;92;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000327.pro;Myron - Stage 3;107;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000328.pro;Myron - Stage 4;122;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000329.pro;Marcus - Stage 1;145;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000330.pro;Marcus - Stage 2;165;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000331.pro;Marcus - Stage 3;175;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000332.pro;Marcus - Stage 4;190;200;5;40;8;60;4;30;4;50;2;50;6;40
#;00000333.pro;Marcus - Stage 5;205;200;5;40;8;60;4;30;4;50;2;50;6;40
#;00000334.pro;Cyberdog - Stage 1;107;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000335.pro;Cyberdog - Stage 2;117;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000336.pro;Cyberdog - Stage 3;127;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000337.pro;Cyberdog - Stage 4;137;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000338.pro;Cassidy - Stage 1;92;300;0;0;0;0;0;0;0;0;0;0;0;0
#;00000339.pro;Cassidy - Stage 2;104;300;0;0;0;0;0;0;0;0;0;0;0;0
#;00000340.pro;Cassidy - Stage 3;116;300;0;0;0;0;0;0;0;0;0;0;0;0
#;00000341.pro;Cassidy - Stage 4;128;300;0;0;0;0;0;0;0;0;0;0;0;0
#;00000342.pro;Dogmeat;98;150;4;30;6;75;4;10;4;20;0;0;4;25
#;00000343.pro;Dogmeat - Stage 1;108;150;4;30;6;75;4;10;4;20;0;0;4;25
#;00000344.pro;Dogmeat - Stage 2;118;150;4;30;6;75;4;10;4;20;0;0;4;25
#;00000345.pro;Dogmeat - Stage 3;128;150;4;30;6;75;4;10;4;20;0;0;4;25
#;00000346.pro;Dogmeat - Stage 4;141;150;4;35;7;80;4;15;4;25;1;10;4;30
#;00000347.pro;Dogmeat - Stage 5;151;150;4;35;7;80;4;15;4;25;1;10;4;30
#;00000348.pro;Dogmeat - Stage 6;161;150;4;35;7;80;4;15;4;25;1;10;4;30
#;00000349.pro;Robobrain - Stage 1;143;60;5;40;8;60;4;30;4;50;2;50;6;40
#;00000350.pro;Robobrain - Stage 2;155;60;5;40;8;60;4;30;4;50;2;50;6;40
#;00000351.pro;Robobrain - Stage 3;179;60;5;40;8;60;4;30;4;50;2;50;6;40
#;00000352.pro;Robobrain - Stage 4;197;60;5;40;8;60;4;30;4;50;2;50;6;40
#;00000353.pro;Robobrain - Stage 5;210;60;5;40;8;60;4;30;4;50;2;50;6;40
#;00000354.pro;Queen Alien;220;1000;12;40;15;50;2;10;12;50;15;50;25;60
#;00000355.pro;Black Radscorpion;26;110;2;0;4;50;2;10;2;10;0;30;0;20
#;00000356.pro;Black Radscorpion;100;260;5;25;5;60;3;20;3;20;0;35;0;30
#;00000357.pro;Spud;100;500;4;20;5;70;3;30;3;30;0;50;0;35
#;00000358.pro;Mercenary Captain;85;230;6;40;4;25;4;30;4;50;2;50;6;40
#;00000359.pro;Mercenary;60;90;2;25;2;0;0;20;0;10;0;30;1;20
#;00000360.pro;Mercenary;60;90;2;25;2;0;0;20;0;10;0;30;1;20
#;00000361.pro;Shadow-Who-Walks;60;90;0;0;0;0;0;0;0;0;0;0;0;0
#;00000362.pro;Punk;110;250;0;20;0;0;0;10;0;10;0;30;0;20
#;00000363.pro;Punk;110;250;0;20;0;0;0;10;0;10;0;30;0;20
#;00000364.pro;Marc;150;300;0;20;0;0;0;10;0;10;0;30;0;20
#;00000365.pro;Dave H.;80;350;0;20;0;0;0;10;0;10;0;30;0;20
#;00000366.pro;Capt. A. Ron Meyers;130;450;0;20;0;0;0;10;0;10;0;30;0;20
#;00000367.pro;Chip;125;400;2;25;2;0;0;20;0;10;0;30;1;20
#;00000368.pro;AHS-9;160;600;2;25;2;0;0;20;0;10;0;30;1;20
#;00000369.pro;Hubologist Guard;100;350;6;40;4;25;4;30;4;50;2;50;6;40
#;00000370.pro;Hubologist Guard;100;350;6;40;4;25;4;30;4;50;2;50;6;40
#;00000371.pro;Juan;60;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000372.pro;Vikki;50;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000373.pro;Vic - Stage 1;78;240;0;0;0;0;0;0;0;0;0;0;0;0
#;00000374.pro;Vic - Stage 2;90;240;0;0;0;0;0;0;0;0;0;0;0;0
#;00000375.pro;Vic - Stage 3;102;240;0;0;0;0;0;0;0;0;0;0;0;0
#;00000376.pro;Vic - Stage 4;111;240;0;0;0;0;0;0;0;0;0;0;0;0
#;00000377.pro;Vic - Stage 5;117;240;0;0;0;0;0;0;0;0;0;0;0;0
#;00000378.pro;Vic - Stage 6;132;240;0;0;0;0;0;0;0;0;0;0;0;0
#;00000379.pro;RoboBrain - Chimp;115;200;5;40;8;60;4;30;4;50;2;50;6;40
#;00000380.pro;Robobrain - Abnormal;115;200;5;40;8;60;4;30;4;50;2;50;6;40
#;00000381.pro;Robobrain - Human;115;200;5;40;8;60;4;30;4;50;2;50;6;40
#;00000382.pro;Giant Ant;6;25;0;0;0;0;0;0;0;0;0;0;0;0
#;00000383.pro;Tough Giant Ant;18;50;0;0;0;10;0;0;0;0;0;10;0;10
#;00000384.pro;Pariah Dog;750;60;5;40;8;60;4;30;4;50;2;50;6;40
#;00000385.pro;Zurak;90;250;0;20;0;0;0;10;0;10;0;30;0;20
#;00000386.pro;Imbot;90;250;0;20;0;0;0;10;0;10;0;30;0;20
#;00000387.pro;Jimmy;100;400;0;20;0;0;0;10;0;10;0;30;0;20
#;00000388.pro;Wejungh;100;400;0;20;0;0;0;10;0;10;0;30;0;20
#;00000389.pro;Herb;120;500;0;20;0;0;0;10;0;10;0;30;0;20
#;00000390.pro;Loopal;120;500;0;20;0;0;0;10;0;10;0;30;0;20
#;00000391.pro;Jobe;130;600;0;20;0;0;0;10;0;10;0;30;0;20
#;00000392.pro;Smitty;130;600;0;20;0;0;0;10;0;10;0;30;0;20
#;00000393.pro;Rube;140;800;0;20;0;0;0;10;0;10;0;30;0;20
#;00000394.pro;Master Krall;140;800;0;20;0;0;0;10;0;10;0;30;0;20
#;00000395.pro;Ziggy;150;800;2;25;2;0;0;20;0;10;0;30;1;20
#;00000396.pro;Master Khung;100;500;2;25;2;0;0;20;0;10;0;30;1;20
#;00000397.pro;John Bishop;90;350;2;30;2;10;1;25;1;10;1;40;1;25
#;00000398.pro;Angela Bishop;60;85;2;30;2;0;2;25;0;10;0;30;0;20
#;00000399.pro;Mrs. Bishop;55;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000400.pro;Bishop's Guard 1;100;200;4;30;4;10;4;10;4;20;0;0;4;25
#;00000401.pro;Bishop's Guard 2;100;200;4;30;4;10;4;10;4;20;0;0;4;25
#;00000402.pro;Bishop's Thug 1;70;150;2;30;2;10;1;25;1;10;1;40;1;25
#;00000403.pro;Bishop's Thug 2;70;150;2;30;2;10;1;25;1;10;1;40;1;25
#;00000404.pro;Angry Brahmin;70;150;2;25;0;20;0;20;0;10;0;30;0;20
#;00000405.pro;Lil' Jesus;110;350;2;30;2;0;2;25;0;10;0;30;0;20
#;00000406.pro;Big Jesus;75;350;2;30;2;0;2;25;0;10;0;30;0;20
#;00000407.pro;Mordino Men 1;70;150;2;30;2;0;2;25;0;10;0;30;0;20
#;00000408.pro;Mordino Men 2;70;150;2;30;2;0;2;25;0;10;0;30;0;20
#;00000409.pro;Mordino Men 3;70;150;2;30;2;0;2;25;0;10;0;30;0;20
#;00000410.pro;Myron's Guard 1;100;200;4;35;3;65;4;15;4;25;1;10;4;30
#;00000411.pro;Myron's Guard 2;100;200;4;35;3;65;4;15;4;25;1;10;4;30
#;00000412.pro;Mr. Wright;65;350;0;0;0;0;0;0;0;0;0;0;0;0
#;00000413.pro;Mrs. Wright;90;150;0;0;0;0;0;0;0;0;0;0;0;0
#;00000414.pro;Chris Wright;90;250;0;20;0;0;0;10;0;10;0;30;0;20
#;00000415.pro;Keith Wright;80;200;0;0;0;0;0;0;0;0;0;0;0;0
#;00000416.pro;Wright Son 1;60;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000417.pro;Wright Son 2;60;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000418.pro;Wright Daughter 1;55;85;0;0;0;0;0;0;0;0;0;0;0;0
#;00000419.pro;Wright Daughter 2;55;85;0;0;0;0;0;0;0;0;0;0;0;0
#;00000420.pro;Mr. Salvatore;40;200;0;0;0;0;0;0;0;0;0;0;0;0
#;00000421.pro;Mason;140;250;4;35;3;65;4;15;4;25;1;10;4;30
#;00000422.pro;Salvatore Thug 1;120;150;4;35;3;65;4;15;4;25;1;10;4;30
#;00000423.pro;Salvatore Thug 2;120;150;4;35;3;65;4;15;4;25;1;10;4;30
#;00000424.pro;Generic Bartender 1;45;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000425.pro;Generic Bartender 2;45;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000426.pro;Generic Bartender 3;45;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000427.pro;Boxer 1;90;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000428.pro;Boxer 2;90;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000429.pro;Boxer 3;90;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000430.pro;Boxer 4;90;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000431.pro;Mike the Masticator;150;1000;5;40;8;60;4;30;4;50;2;50;6;40
#;00000432.pro;Holyfeld;125;500;4;30;6;75;4;10;4;20;0;0;4;25
#;00000433.pro;McKneely;75;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000434.pro;Stuart Little;55;100;0;0;0;0;0;0;0;0;0;0;0;0
#;00000435.pro;Corsican Brothers;45;55;0;20;0;0;0;10;0;10;0;30;0;20
#;00000436.pro;Corsican Bitches;70;100;0;20;0;0;0;10;0;10;0;30;0;20
#;00000437.pro;Father Tully;999;350;0;20;0;20;0;0;0;10;0;30;0;20
#;00000438.pro;Casino Bouncer 1;85;250;4;30;2;0;4;10;4;20;0;0;4;25
#;00000439.pro;Casino Bouncer 2;85;250;4;30;2;0;4;10;4;20;0;0;4;25
#;00000440.pro;Casino Girl;35;25;0;0;0;0;0;0;0;0;0;0;0;0
#;00000441.pro;Drug Dealer/Pimp1;50;75;0;20;0;0;0;10;0;10;0;30;0;20
#;00000442.pro;Drug Dealer/Pimp2;50;75;0;20;0;0;0;10;0;10;0;30;0;20
#;00000443.pro;Drug Dealer/Pimp3;50;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000444.pro;Drug Dealer/Pimp4;50;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000445.pro;McGee;40;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000446.pro;Miss Kitty;40;50;0;0;0;0;0;0;0;0;0;0;0;0
#;00000447.pro;Generic Slut 1;45;65;0;0;0;0;0;0;0;0;0;0;0;0
#;00000448.pro;Generic Slut 2;45;65;0;0;0;0;0;0;0;0;0;0;0;0
#;00000449.pro;Jagged Jimmy J;65;90;0;0;0;0;0;0;0;0;0;0;0;0
#;00000450.pro;Renesco;45;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000451.pro;Scientist;35;50;0;0;0;0;0;0;0;0;0;0;0;0
#;00000452.pro;Eldridge;85;150;4;35;4;15;4;15;4;25;1;10;4;30
#;00000453.pro;Algernon;35;10;0;0;0;0;0;0;0;0;0;0;0;0
#;00000454.pro;Jules;50;85;0;0;0;0;0;0;0;0;0;0;0;0
#;00000455.pro;Bureaucrat 1;35;30;0;0;0;0;0;0;0;0;0;0;0;0
#;00000456.pro;Bureaucrat 2;35;30;0;0;0;0;0;0;0;0;0;0;0;0
#;00000457.pro;Trader 1;35;30;0;0;0;0;0;0;0;0;0;0;0;0
#;00000458.pro;Trader 2;35;30;0;0;0;0;0;0;0;0;0;0;0;0
#;00000459.pro;Guard 1;70;125;4;35;3;65;4;15;4;25;1;10;4;30
#;00000460.pro;Guard 2;70;125;4;35;3;65;4;15;4;25;1;10;4;30
#;00000461.pro;Guard 3;70;125;4;35;3;65;4;15;4;25;1;10;4;30
#;00000462.pro;Guard 4;70;125;4;35;3;65;4;15;4;25;1;10;4;30
#;00000463.pro;Soldier 1;85;175;6;40;4;25;4;30;4;50;2;50;6;40
#;00000464.pro;Soldier 2;90;175;6;40;4;25;4;30;4;50;2;50;6;40
#;00000465.pro;Soldier 3;80;175;6;40;4;25;4;30;4;50;2;50;6;40
#;00000466.pro;Soldier 4;80;175;6;40;4;25;4;30;4;50;2;50;6;40
#;00000467.pro;Sgt. Stark;100;300;6;40;4;25;4;30;4;50;2;50;6;40
#;00000468.pro;"Doc" Andrew;45;75;0;0;0;0;0;0;0;0;0;0;0;0
#;00000469.pro;Bartender;45;50;0;0;0;0;0;0;0;0;0;0;0;0
#;00000470.pro;Gun Turret;125;300;12;40;12;60;12;60;10;40;12;40;20;50
#;00000471.pro;K-9 (base);127;500;10;30;20;75;10;30;20;50;5;20;10;30
#;00000472.pro;K-9 (stage 1);129;500;10;30;20;75;10;30;20;50;5;20;10;30
#;00000473.pro;K-9 (stage 2);131;500;10;30;20;75;10;30;20;50;5;20;10;30
#;00000474.pro;K-9 (stage 3);133;500;10;30;20;75;10;30;20;50;5;20;10;30
#;00000475.pro;K-9 (stage 4);137;500;10;30;20;75;10;30;20;50;5;20;10;30
#;00000476.pro;Generic Cyberdog;100;325;5;40;8;60;4;30;4;50;2;50;6;40
#;00000477.pro;Wanamingo Egg;10;10;0;0;0;0;0;0;0;0;0;0;0;0
#;00000478.pro;Lo Pan Guard;165;350;2;25;2;0;0;20;0;10;0;30;1;20
#;00000479.pro;Marjorie;35;50;0;0;0;0;0;0;0;0;0;0;0;0
#;00000480.pro;Auto-Cannon;75;200;5;40;8;60;4;30;4;50;2;50;6;40
#;00000481.pro;Special Gecko Critter;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000482.pro;Grim Reaper;300;1;0;0;0;0;0;0;0;0;0;0;0;0
#;00000483.pro;Frank Horrigan;1;0;0;0;0;0;0;0;0;0;0;0;0;0
#;00000484.pro;;30;60;999;999;999;999;999;999;0;0;999;999;999;999
#;00000485.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000486.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000487.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000488.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000489.pro;;333;300;0;0;0;0;0;0;0;0;0;0;0;0
#;00000490.pro;;338;100;2;25;2;0;0;20;0;10;0;30;1;20
#;00000491.pro;;333;95;4;30;3;40;4;10;4;20;0;0;4;25
#;00000492.pro;;335;250;6;40;4;25;4;30;4;50;2;50;6;40
#;00000493.pro;;800;750;14;70;25;70;16;70;18;60;15;65;20;70
#;00000494.pro;;30;60;999;999;999;999;999;999;999;999;999;999;999;999
#;00000495.pro;;30;60;999;999;999;999;999;999;999;999;999;999;999;999
#;00000496.pro;;30;60;999;999;999;999;999;999;999;999;999;999;999;999
#;00000497.pro;;30;60;999;999;999;999;999;999;999;999;999;999;999;999
#;00000498.pro;;30;60;999;999;999;999;999;999;999;999;999;999;999;999
#;00000499.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000500.pro;;60;60;6;40;4;25;4;30;4;50;2;50;6;40
#;00000501.pro;;80;150;4;30;6;75;4;10;4;20;0;0;4;25
#;00000502.pro;;80;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000503.pro;;80;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000504.pro;;80;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000505.pro;;43;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000506.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000507.pro;;30;60;999;999;999;999;999;999;999;999;999;999;999;999
#;00000508.pro;;90;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000509.pro;;100;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000510.pro;;110;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000511.pro;;120;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000512.pro;;130;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000513.pro;;90;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000514.pro;;100;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000515.pro;;110;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000516.pro;;120;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000517.pro;;130;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000518.pro;;90;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000519.pro;;100;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000520.pro;;110;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000521.pro;;120;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000522.pro;;130;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000523.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000524.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000525.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000526.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000527.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000528.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000529.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000530.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000531.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000532.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000533.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000534.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000535.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000536.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000537.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000538.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000539.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000540.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000541.pro;;30;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000542.pro;;400;60;0;0;0;0;0;0;0;0;0;0;0;0
#;00000543.pro;;150;350;4;30;6;75;4;10;4;20;0;0;4;25
#;00000544.pro;;245;1000;0;0;0;0;0;0;0;0;0;0;0;0
#;00000545.pro;;100;200;4;30;6;75;4;10;4;20;0;0;4;25
#;00000546.pro;;34;65;0;20;0;20;0;20;0;20;0;25;0;15
#;00000547.pro;;120;600;13;50;19;90;14;20;13;50;13;50;20;60
#;00000548.pro;;50;80;0;20;0;10;0;10;0;20;0;30;0;20
#;00000549.pro;;105;400;6;95;8;80;6;15;6;25;2;5;6;30
